"Protocol ID","Secondary IDs","ClinicalTrials.gov ID","Brief Title","Overall Status","Study Type","Phase","Intervention Types","U.S. FDA Regulated Drug","U.S. FDA Regulated Device","U.S. FDA IND/IDE Information","Locations in US","Start Date","Primary Completion Date","Primary Completion Date Type","Study Completion Date","Study Completion Date Type","Delayed Results Type","Plan to Share IPD?","Available IPD/Information","Study Documents","Initial Release","Initial Results Release","Initial Delayed Results Release","Verification Date","Record Status","NIH Grants","Results Status","Unreported Primary Outcomes","Unreported Secondary Outcomes","Delayed Results Status","Last Update","Last Release","Record Owner","Last Updater","Responsible Party","Central Contacts","Study Officials","Sponsor","Collaborators","Public Site Status","Initial Public Release","Last Public Release","FDAAA Status","Problems","Update Expected","Corrections Expected","Results Expected","All Results Expected","Review Comments Status"
"891",167,932,"Title 297","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"07/01/2020","03/06/2024","Anticipated","03/06/2024","Anticipated",,,,,"08/08/2018",,,"12/24/2022","Public","NCCAM",,,,,"12/06/2022","12/06/2022","ro_name_AI
ro_name_AI@email.com","lu_name_ABI
lu_name_ABI@email.com","[Sponsor]","cc_name_DDI
cc_name_DDI@email.com
555-555-5555","so_name_BH","University","National Center for Complementary and Integrative Health (NCCIH)","Public Site Status","09/18/2018","12/06/2022",,,"12/24/2023",,,,
"892",,1085,"Title 868","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"08/07/2019","09/04/2021","Actual","09/04/2021","Actual",,,,,"01/19/2020",,,"12/24/2021","Public",,,,,,"12/14/2021","12/14/2021","ro_name_CIF
ro_name_CIF@email.com","lu_name_AFE
lu_name_AFE@email.com","[Sponsor]","cc_name_GDH
cc_name_GDH@email.com
555 Ext: 555-555","so_name_GAA","University","US Department of Veterans Affairs","Public Site Status","04/21/2020","12/14/2021",,,,,,,
"893",,1077,"Title 307","Withdrawn","Interventional","Phase 1/Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"07/04/2020","01/30/2022","Actual","01/30/2022","Actual",,,,,"04/01/2020",,,"07/26/2022","Public",,,,,,"07/12/2022","07/12/2022","ro_name_DEI
ro_name_DEI@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_HCF
cc_name_HCF@email.com
(555) 555-5555","so_name_HAC","University",,"Public Site Status","04/01/2020","07/12/2022",,,,,,,
"894",,1062,"Title 57","Withdrawn","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"08/17/2020","03/26/2022","Anticipated","03/25/2024","Anticipated",,,,,"01/28/2020",,,"07/26/2022","Public",,,,,,"07/12/2022","07/12/2022","ro_name_DEI
ro_name_DEI@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_HCF
cc_name_HCF@email.com
555-555-5555","so_name_HAE","University",,"Public Site Status","02/04/2020","07/12/2022",,,,,,,
"895",,1005,"Title 480","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"06/05/2019","10/03/2020","Actual","10/03/2020","Actual",,,,,"05/22/2019",,,"04/25/2022","Public",,,,,,"04/24/2022","04/24/2022","ro_name_DGG
ro_name_DGG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_FIC
cc_name_FIC@email.com
555-555-5555","so_name_GDJ","University",,"Public Site Status","06/04/2019","04/24/2022",,,,,,,
"896",,1003,"Title 1364","Completed","Interventional","N/A","Behavioral; Device","No FDA regulated drug","No FDA regulated device",,,"06/02/2019","09/18/2019","Actual","09/18/2019","Actual",,,,,"06/01/2019",,,"09/23/2019","Public",,,,,,"10/02/2019","10/02/2019","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_ABH
cc_name_ABH@email.com
555-555-5555","so_name_ABF","University",,"Public Site Status","06/01/2019","10/02/2019",,,,,,,
"897",,1016,"Title 311","Completed","Observational",,,"No FDA regulated drug","No FDA regulated device",,,"07/21/2019","05/30/2020","Actual","07/05/2020","Actual",,,,,"07/23/2019",,,"02/23/2021","Public",,,,,,"02/06/2021","02/06/2021","ro_name_DDH
ro_name_DDH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HCG
cc_name_HCG@email.com
5555555555",,"University",,"Public Site Status","07/23/2019","02/06/2021",,,,,,,
"898",,1123,"Title 744","Enrolling by invitation","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"12/05/2019","12/24/2019","Actual","07/06/2027","Anticipated",,,,,"08/04/2020",,,"06/25/2022","Public",,,,,,"06/21/2022","06/21/2022","ro_name_CG
ro_name_CG@email.com","lu_name_AIJ
lu_name_AIJ@email.com","rp_name_AA","cc_name_EG
cc_name_EG@email.com
5555555555","so_name_EE","University",,"Public Site Status","08/04/2020","06/21/2022",,,"06/25/2023",,,,
"899",,1063,"Title 1258","Withdrawn","Interventional","Phase 2","Drug","No FDA regulated drug","No FDA regulated device",,,"05/20/2020","07/05/2020","Anticipated","02/03/2022","Anticipated",,,,,"01/05/2020",,,"07/25/2020","Public",,,,,,"07/11/2020","07/11/2020","ro_name_CCA
ro_name_CCA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GFE
cc_name_GFE@email.com
555-555-5555","so_name_EGE","University",,"Public Site Status","02/05/2020","07/11/2020",,,,,,,
"900",,1036,"Title 1185","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/25/2020","01/03/2022","Anticipated","01/03/2023","Anticipated",,,,,"11/13/2019",,,"10/24/2020","Public",,,,,,"11/03/2020","11/03/2020","ro_name_DAB
ro_name_DAB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,,"University",,"Public Site Status","11/13/2019","11/03/2020",,"Not Recently Updated
Record Has 2 Errors","10/24/2021",,,,
"901",,1083,"Title 1245","Recruiting","Interventional","N/A","Behavioral; Device","No FDA regulated drug","FDA regulated device",,,"03/06/2020","07/06/2025","Anticipated","07/06/2025","Anticipated",,,,,"04/20/2020",,,"06/25/2022","Public",,,,,,"06/11/2022","06/11/2022","ro_name_AGG
ro_name_AGG@email.com","lu_name_AIA
lu_name_AIA@email.com","[Sponsor]","cc_name_GJI
cc_name_GJI@email.com
5555555555","so_name_DFF","University","Hartford HealthCare","Public Site Status","04/20/2020","06/11/2022","ACT",,"06/25/2023",,"07/06/2026","07/06/2026",
"902",12,1295,"Title 856","Recruiting","Observational",,"Other","No FDA regulated drug","No FDA regulated device",,,"07/07/2022","04/05/2025","Anticipated","03/06/2027","Anticipated",,,,,"03/28/2022",,,"10/24/2022","Public","NHLBI",,,,,"10/12/2022","10/12/2022","ro_name_CJ
ro_name_CJ@email.com","lu_name_AD
lu_name_AD@email.com","rp_name_H","cc_name_DD
cc_name_DD@email.com
555-555-5555","so_name_DB","University","National Heart, Lung, and Blood Institute (NHLBI)","Public Site Status","03/28/2022","10/12/2022",,,"10/24/2023",,,,
"903",214,1046,"Title 894","Completed","Observational",,"Other","No FDA regulated drug","No FDA regulated device",,,"12/11/2019","08/21/2020","Actual","08/21/2020","Actual",,,,,"12/14/2019",,,"09/23/2020","Public","NIDA",,,,,"09/15/2020","09/15/2020","ro_name_BAE
ro_name_BAE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AAA
cc_name_AAA@email.com
555-555-5555","so_name_DCF","University","National Drug Abuse Treatment Clinical Trials Network
National Institute on Drug Abuse (NIDA)","Public Site Status","12/16/2019","09/15/2020",,,,,,,
"904",,1049,"Title 936","Recruiting","Interventional","Phase 2","Drug; Radiation","FDA regulated drug","No FDA regulated device",,,"03/24/2020","02/04/2023","Anticipated","08/07/2023","Anticipated",,,,,"12/22/2019",,,"12/24/2022","Public",,,,,,"12/07/2022","12/07/2022","ro_name_BFG
ro_name_BFG@email.com","lu_name_ACI
lu_name_ACI@email.com","[Sponsor]","cc_name_DFH
cc_name_DFH@email.com
555-555-5555","so_name_DFJ","University",,"Public Site Status","12/22/2019","12/07/2022","ACT",,"12/24/2023",,"02/04/2024","08/06/2024",
"905",,1064,"Title 566","Terminated","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"06/10/2020","12/13/2020","Actual","12/13/2020","Actual",,,,,"02/10/2020","03/24/2022",,"03/26/2022","Public",,"Posted",,,,"03/24/2022","03/24/2022","ro_name_BD
ro_name_BD@email.com","lu_name_AA
lu_name_AA@email.com","rp_name_G","cc_name_BB
cc_name_BB@email.com
(555) 555-5555","so_name_CE","University","Pfizer","Public Site Status","02/10/2020","03/24/2022","ACT",,,,,,
"906",,1096,"Title 474","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"12/05/2019","08/06/2022","Actual","08/06/2022","Actual",,,,,"01/11/2020","10/29/2022",,"10/24/2022","PRS Review",,"Released",,,,"10/29/2022","10/29/2022","ro_name_BGE
ro_name_BGE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DHE
cc_name_DHE@email.com
555-555-5555","so_name_DGJ","University","Patterson Trust Mentored Research Award: Clinical, Health Services and Policy Research","Public Site Status","05/25/2020","12/14/2021",,,,,,,
"907",525,1152,"Title 1282","Recruiting","Interventional","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"01/18/2022","09/23/2024","Anticipated","09/23/2024","Anticipated",,,,,"09/27/2020",,,"09/23/2022","Public","NIMH",,,,,"09/05/2022","09/05/2022","ro_name_AJ
ro_name_AJ@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_AD
cc_name_AD@email.com
555-555-5555",,"University","National Institute of Mental Health (NIMH)","Public Site Status","10/28/2020","09/05/2022",,,"09/23/2023",,,,
"908",,1013,"Title 835","Completed","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"03/17/2020","09/13/2021","Actual","09/13/2021","Actual",,,,,"07/14/2019",,,"10/24/2021","Public",,,,,,"10/27/2021","10/27/2021","ro_name_ACH
ro_name_ACH@email.com","lu_name_FH
lu_name_FH@email.com","rp_name_CE","cc_name_BFI
cc_name_BFI@email.com
5555555555","so_name_BBI","University",,"Public Site Status","07/16/2019","10/27/2021",,,,,,,
"909",,1030,"Title 116","Completed","Interventional","N/A","Device; Other","No FDA regulated drug","No FDA regulated device",,,"12/05/2019","12/03/2021","Actual","12/03/2021","Actual",,,,,"10/16/2019",,,"03/26/2022","Public",,,,,,"03/08/2022","03/08/2022","ro_name_EH
ro_name_EH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GD
cc_name_GD@email.com
555-555-5555","so_name_IJ","University",,"Public Site Status","10/16/2019","03/08/2022",,,,,,,
"910",74,1081,"Title 823","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"04/07/2020","07/25/2024","Anticipated","06/25/2025","Anticipated",,,,,"04/18/2020",,,"11/23/2022","Public","NIAAA",,,,,"11/20/2022","11/20/2022","ro_name_AAE
ro_name_AAE@email.com","lu_name_EH
lu_name_EH@email.com","[Sponsor]","cc_name_BBA
cc_name_BBA@email.com
555-555-5555","so_name_BJB","University","National Institute on Alcohol Abuse and Alcoholism (NIAAA)","Public Site Status","04/18/2020","11/20/2022",,,"11/23/2023",,,,
"911",,1011,"Title 898","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"10/05/2019","06/05/2022","Actual","06/05/2022","Actual",,,,,"06/17/2019",,,"08/26/2022","Public",,,,,,"08/07/2022","08/07/2022","ro_name_BBC
ro_name_BBC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CIF
cc_name_CIF@email.com
555-555-5555","so_name_CIC","University","Patient-Centered Outcomes Research Institute","Public Site Status","07/09/2019","08/07/2022",,,,,,,
"912",,1203,"Title 541","Enrolling by invitation","Observational",,"Other","No FDA regulated drug","No FDA regulated device",,,"10/23/2019","10/23/2023","Anticipated","10/23/2023","Anticipated",,,,,"02/15/2021",,,"05/26/2022","Public",,,,,,"05/07/2022","05/07/2022","ro_name_ABH
ro_name_ABH@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_BDB
cc_name_BDB@email.com
555-555-5555","so_name_BBA","University",,"Public Site Status","04/21/2021","05/07/2022",,,"05/26/2023",,,,
"913",334,1071,"Title 237","Recruiting","Interventional","N/A","Behavioral; Other","No FDA regulated drug","No FDA regulated device",,,"07/04/2020","11/03/2024","Anticipated","11/03/2024","Anticipated",,,,,"03/16/2020",,,"04/25/2022","Public","NIDDK",,,,,"04/11/2022","04/11/2022","ro_name_BJD
ro_name_BJD@email.com","lu_name_AJD
lu_name_AJD@email.com","[Sponsor]","cc_name_CEF
cc_name_CEF@email.com
55555555555",,"University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status","03/16/2020","04/11/2022",,,"04/25/2023",,,,
"914",,1021,"Title 1066","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"07/06/2020","07/05/2022","Actual","07/05/2022","Actual",,,,,"08/17/2019",,,"10/24/2022","Public",,,,,,"10/24/2022","10/24/2022","ro_name_DDH
ro_name_DDH@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_HCG
cc_name_HCG@email.com
5555555555","so_name_HJA","University",,"Public Site Status","08/24/2019","10/24/2022",,,,,,,
"915",,1264,"Title 88","Recruiting","Interventional","N/A","Drug","No FDA regulated drug","No FDA regulated device",,,"10/09/2020","02/04/2024","Anticipated","02/04/2024","Anticipated",,,,,"11/03/2021",,,"11/23/2022","Public",,,,,,"11/30/2022","11/30/2022","ro_name_BGA
ro_name_BGA@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_DGI
cc_name_DGI@email.com
5555555555",,"University",,"Public Site Status","11/22/2021","11/30/2022",,,"11/23/2023",,,,
"916",,1051,"Title 1112","Active, not recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"05/28/2021","09/06/2022","Actual","05/06/2023","Anticipated",,,,,"12/24/2019",,,"12/24/2022","Public",,,,,,"12/06/2022","12/06/2022","ro_name_BEC
ro_name_BEC@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_DDC
cc_name_DDC@email.com
555-555-5555","so_name_DCJ","University",,"Public Site Status","12/24/2019","12/06/2022",,,"12/24/2023",,,,
"917",,1072,"Title 887","Recruiting","Interventional","N/A","Diagnostic Test","No FDA regulated drug","No FDA regulated device",,,"05/26/2020","04/05/2023","Anticipated","10/04/2023","Anticipated",,,,,"03/22/2020",,,"10/24/2022","Public",,,,,,"10/23/2022","10/23/2022","ro_name_CEE
ro_name_CEE@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_AJF
cc_name_AJF@email.com
(555) 555-5555","so_name_FCC","University","Juvenile Diabetes Research Foundation","Public Site Status","03/24/2020","10/23/2022",,,"10/24/2023",,,,
"918",,1065,"Title 74","Completed","Interventional","N/A","Device; Other","No FDA regulated drug","No FDA regulated device",,,"04/21/2020","12/09/2020","Actual","12/09/2020","Actual",,,,,"02/11/2020","10/11/2021",,"12/24/2021","Public",,"Posted",,,,"12/27/2021","12/27/2021","ro_name_BFF
ro_name_BFF@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_DFG
cc_name_DFG@email.com
555-555-5555","so_name_DEH","University",,"Public Site Status","02/11/2020","12/27/2021",,,,,,,
"919",,1042,"Title 909","Active, not recruiting","Interventional","Phase 2","Drug; Procedure/Surgery","FDA regulated drug","No FDA regulated device",,,"05/16/2020","12/23/2021","Actual","01/23/2023","Anticipated",,,,,"12/08/2019",,,"01/23/2022","Public",,,,,,"01/05/2022","01/11/2022","ro_name_BBB
ro_name_BBB@email.com","lu_name_AGB
lu_name_AGB@email.com","[Sponsor]","cc_name_FBI
cc_name_FBI@email.com
555-555-5555","so_name_CIB","University",,"Public Site Status","12/08/2019","01/11/2022","ACT",,"01/23/2023",,"12/23/2022","01/23/2024",
"920",,952,"Title 648","Recruiting","Interventional","Phase 1","Drug; Other","FDA regulated drug","No FDA regulated device",,,"09/04/2021","01/21/2024","Anticipated","01/31/2024","Anticipated",,,,,"12/10/2018",,,"12/24/2021","Public",,,,,,"12/19/2021","12/19/2021","ro_name_DGB
ro_name_DGB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HGD
cc_name_HGD@email.com
555-555-5555","so_name_HCG","University",,"Public Site Status","12/10/2018","12/19/2021",,,"12/24/2022",,,,
"921",,1093,"Title 1318","Not yet recruiting","Interventional","Phase 1/Phase 2","Drug; Other","FDA regulated drug","No FDA regulated device",,,"08/21/2023","03/20/2024","Anticipated","06/19/2024","Anticipated",,,,,"05/20/2020",,,"10/24/2022","Public",,,,,,"11/02/2022","11/02/2022","ro_name_IA
ro_name_IA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AGJ
cc_name_AGJ@email.com
555 555 5555","so_name_AEC","University",,"Public Site Status","05/20/2020","11/02/2022","ACT",,"10/24/2023",,"03/21/2025","06/20/2025",
"922",145,1172,"Title 764","Active, not recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"04/24/2021","03/12/2022","Actual","05/22/2023","Anticipated",,,,,"12/12/2020","12/04/2022",,"11/23/2022","Released","FIC","Released",,,,"12/04/2022","12/04/2022","ro_name_BAG
ro_name_BAG@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_CGF
cc_name_CGF@email.com
555-555-5555","so_name_CHA","University","Fogarty International Center of the National Institute of Health
Makerere University
Uganda Heart Institute
University Health Network, Toronto","Public Site Status","12/12/2020","08/15/2022",,,"08/26/2023",,,,
"923",,1250,"Title 1352","Active, not recruiting","Interventional","Early Phase 1","Drug; Other","FDA regulated drug","No FDA regulated device",,,"09/30/2019","09/23/2024","Anticipated","09/23/2024","Anticipated",,,,,"09/27/2021",,,"09/23/2021","Public",,,,,,"10/03/2021","10/03/2021","ro_name_CJE
ro_name_CJE@email.com","lu_name_BH
lu_name_BH@email.com","rp_name_HB","cc_name_HG
cc_name_HG@email.com
555-555-5555","so_name_EBG","University",,"Public Site Status","10/03/2021","10/03/2021",,"Not Recently Updated
Record Has 1 Error","09/23/2022",,,,
"924",,1216,"Title 877","Recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"01/04/2022","01/23/2024","Anticipated","06/24/2024","Anticipated",,,,,"05/31/2021",,,"06/25/2022","Public",,,,,,"06/11/2022","06/11/2022","ro_name_AHB
ro_name_AHB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CCJ
cc_name_CCJ@email.com
555-555-5555","so_name_CBE","University",,"Public Site Status","06/01/2021","06/11/2022",,,"06/25/2023",,,,
"925",475,1186,"Title 1091","Recruiting","Interventional","N/A","Behavioral; Other","No FDA regulated drug","No FDA regulated device",,,"02/04/2020","08/05/2024","Anticipated","02/03/2025","Anticipated",,,,,"02/02/2021",,,"11/23/2022","Public","NIDCD",,,,,"11/20/2022","11/20/2022","ro_name_AJG
ro_name_AJG@email.com","lu_name_EA
lu_name_EA@email.com","[Sponsor]","cc_name_AIA
cc_name_AIA@email.com
5555555555","so_name_AGD","University","McGill University
National Institute on Deafness and Other Communication Disorders (NIDCD)","Public Site Status","02/02/2021","11/20/2022",,,"11/23/2023",,,,
"926",475,1249,"Title 1092","Recruiting","Interventional","N/A","Behavioral; Other","No FDA regulated drug","No FDA regulated device",,,"02/04/2020","08/05/2024","Anticipated","02/03/2025","Anticipated",,,,,"09/22/2021",,,"11/23/2022","Public","NIDCD",,,,,"11/20/2022","11/20/2022","ro_name_AJG
ro_name_AJG@email.com","lu_name_EA
lu_name_EA@email.com","[Sponsor]","cc_name_AIA
cc_name_AIA@email.com
5555555555","so_name_AGD","University","National Institute on Deafness and Other Communication Disorders (NIDCD)","Public Site Status","09/26/2021","11/20/2022",,,"11/23/2023",,,,
"927",475,1248,"Title 296","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"02/04/2020","08/05/2024","Anticipated","02/03/2025","Anticipated",,,,,"09/22/2021",,,"11/23/2022","Public","NIDCD",,,,,"11/20/2022","11/20/2022","ro_name_AJG
ro_name_AJG@email.com","lu_name_EA
lu_name_EA@email.com","[Sponsor]","cc_name_AIA
cc_name_AIA@email.com
5555555555","so_name_AGD","University","McGill University
National Institute on Deafness and Other Communication Disorders (NIDCD)","Public Site Status","09/26/2021","11/20/2022",,,"11/23/2023",,,,
"928",208,1052,"Title 620","Terminated","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"01/04/2020","05/14/2020","Actual","08/06/2022","Actual",,,,,"01/06/2020","08/16/2022",,"10/24/2022","Public","NIDA","Posted",,,,"10/29/2022","10/29/2022","ro_name_BGE
ro_name_BGE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DHE
cc_name_DHE@email.com
555-555-5555","so_name_DGJ","University","National Institute on Drug Abuse (NIDA)
Food and Drug Administration (FDA)","Public Site Status","01/06/2020","10/29/2022",,,,,,,
